id,x1,x2,x3,x4,x5,y
43234,7,1,9,9,6,440.5545155421056
43235,3,9,6,2,6,352.5607312551555
43236,0,5,9,6,9,262.32985083955253
43237,3,5,2,7,3,153.3198618311719
43238,3,2,3,0,4,72.42743193219302
43239,5,4,9,9,0,213.6723925884769
43240,1,2,9,8,4,104.82380265332401
43241,7,2,1,1,9,427.683030597246
43242,2,6,6,6,0,92.47560803818165
43243,6,0,5,7,1,266.3253170351703
43244,9,4,2,7,4,850.2750705811183
43245,4,9,0,2,3,263.6597684868947
43246,8,7,3,5,3,679.9650943748284
43247,2,7,7,5,0,103.84871669587417
43248,6,6,9,3,2,342.1032673826947
43249,6,3,7,6,2,300.25758391630455
43250,5,8,4,6,1,263.19780820391986
43251,8,3,5,2,5,606.0285677395859
43252,8,2,0,7,4,583.400318868825
43253,7,3,6,5,1,407.6013001597555
43254,8,9,8,5,2,714.0384977194531
43255,2,6,0,2,6,198.3758093867401
43256,3,8,7,6,3,238.72394951825933
43257,6,0,4,4,7,248.27454106254805
43258,9,5,6,1,1,797.8110546961592
43259,7,6,3,6,6,562.2409119794008
43260,1,7,6,2,6,246.98554406732143
43261,1,7,9,8,1,145.5771918553787
43262,5,1,2,7,0,167.2403583085142
43263,9,9,9,7,1,908.5539884529813
43264,4,9,5,8,2,272.59420965425534
43265,8,7,6,0,6,747.5043712492997
43266,4,1,5,5,1,109.09245811818157
43267,6,9,8,4,5,521.8787159389802
43268,3,2,5,8,7,142.69624937442467
43269,3,4,0,3,3,106.12175942140837
43270,5,8,7,6,4,368.91279402216566
43271,2,6,2,9,6,239.70461649637673
43272,3,1,1,3,1,50.489227896798795
43273,0,7,9,1,4,193.3377486022763
43274,4,6,7,0,6,265.63555261272984
43275,1,1,2,0,8,40.31179823431356
43276,3,3,4,9,5,153.5486711285661
43277,5,3,7,2,2,189.44941586307584
43278,0,5,3,4,1,74.2614204720092
43279,6,1,6,2,0,245.07981312372297
43280,6,3,3,2,4,292.57929206884444
43281,1,2,8,8,9,141.29154210559366
43282,8,9,6,2,3,729.978585586726
43283,8,9,7,3,4,773.9616357251758
43284,2,8,8,9,4,269.8695779619457
43285,3,3,8,8,3,136.40662170053542
43286,7,4,4,0,2,403.97053146155974
43287,6,2,6,6,4,300.5083079221973
43288,9,5,5,2,0,779.3339886808086
43289,2,7,1,1,2,121.82336347318652
43290,4,3,0,1,4,126.7120501302535
43291,6,5,2,2,3,317.616741413257
43292,1,4,5,1,5,117.9670531938792
43293,0,4,5,7,2,98.32003182053914
43294,9,8,9,0,8,1076.209959195096
43295,5,1,8,0,1,154.98524813378722
43296,3,2,8,9,4,132.19150235190452
43297,6,2,8,3,7,315.5667852295115
43298,6,2,2,1,8,295.5492889940963
43299,5,2,4,6,4,203.430059396182
43300,0,2,8,6,8,122.1504697604233
43301,0,1,4,7,3,60.61034011670343
43302,5,9,9,9,7,530.8899614062158
43303,4,4,8,9,1,165.69762892702107
43304,7,6,0,1,8,576.9580721103313
43305,1,0,5,7,5,51.349406525762504
43306,8,9,1,3,8,899.6401183168471
43307,8,2,8,2,2,566.6769979488023
43308,8,8,2,5,4,735.4901093592124
43309,8,1,4,4,1,549.062304924992
43310,5,0,0,8,4,165.1380683914821
43311,2,3,9,5,3,105.34014837400836
43312,7,6,8,7,8,630.9426523337149
43313,1,9,0,5,0,107.45218696591867
43314,6,7,3,9,9,571.2506376139833
43315,2,9,3,6,4,272.3213825307901
43316,8,9,9,7,3,763.7159723800469
43317,5,9,0,8,9,570.9171484375454
43318,0,4,3,7,3,108.22401778859879
43319,6,3,9,2,2,286.7788101488581
43320,1,7,6,8,8,332.8679810793693
43321,4,9,3,7,1,225.69676484312214
43322,1,8,5,3,6,287.35976994424135
43323,1,5,3,8,7,215.4445341106572
43324,0,7,6,8,6,275.4350282696267
43325,8,3,7,9,2,611.4069569646034
43326,3,6,7,8,3,196.8609620915841
43327,5,1,0,0,0,126.27954285078904
43328,0,6,3,6,9,291.8443557158641
43329,2,1,1,1,9,53.033246995292316
43330,4,5,4,9,2,186.5728789972243
43331,8,1,9,9,8,617.0488507295956
43332,0,4,1,0,2,51.84773536268592
43333,6,3,1,0,8,324.88780880731014
43334,6,1,9,7,5,299.66956071192254
43335,2,6,8,0,1,92.82203755524907
43336,3,6,2,4,3,161.43451606474844
43337,4,7,9,9,1,213.31505141671437
43338,2,5,9,3,7,215.7053081300124
43339,5,7,6,8,9,484.11638496118434
43340,6,2,1,3,0,238.40144730548113
43341,5,5,7,1,2,216.95168049255543
43342,3,6,2,4,4,185.3557576023487
43343,0,6,1,4,7,227.91873632540646
43344,4,9,5,5,9,509.6058141512233
43345,9,6,9,2,4,898.7971508006744
43346,5,8,2,6,3,321.81172006109574
43347,3,8,3,5,5,285.7337386511464
43348,4,8,9,1,3,256.9015450628464
43349,0,0,0,0,9,0.1301488523114106
43350,2,0,9,6,9,65.61966449326931
43351,4,2,0,1,0,73.36416544152735
43352,3,1,3,8,6,101.98866687608135
43353,3,8,6,3,5,284.97887783917315
43354,1,9,3,0,0,91.79432278172624
43355,7,2,3,7,8,455.03818726807043
43356,1,0,5,5,2,41.62187449891378
43357,8,9,1,1,9,925.5109997421984
43358,1,6,2,9,3,160.5440627767279
43359,2,5,0,5,1,78.29111932634225
43360,8,0,2,7,0,553.1906045924582
43361,3,2,1,9,1,87.4490000388218
43362,3,4,9,1,2,107.7336657024558
43363,1,0,0,9,5,46.051866999320374
43364,2,7,5,2,5,222.41570084001242
43365,0,1,0,9,3,58.04805520902149
43366,1,1,7,0,2,31.296284231726972
43367,3,8,7,7,3,243.8690466437513
43368,5,0,5,1,9,145.25387085933386
43369,2,1,6,0,0,27.874230548677573
43370,6,4,1,0,3,283.8204730451064
43371,8,7,6,5,0,604.4151213397436
43372,4,9,8,2,2,251.3744620715035
43373,2,7,0,5,8,306.3668368046255
43374,8,0,1,5,7,540.4318687264104
43375,3,1,8,4,1,76.88606325689089
43376,9,0,8,5,4,778.3200678001499
43377,1,7,6,8,5,248.44095170436415
43378,0,4,2,3,6,133.44236344611036
43379,2,2,2,5,1,51.50861442760554
43380,8,7,6,5,6,772.9888743383219
43381,8,5,6,1,3,620.9222457426697
43382,9,4,8,5,9,938.123228651456
43383,6,3,9,5,5,337.59767032961497
43384,3,0,8,9,6,96.26208254669768
43385,7,7,2,9,4,555.436016968453
43386,1,3,6,7,9,171.88145287302015
43387,1,4,7,3,0,53.84790511101654
43388,4,3,9,4,3,156.7139889276216
43389,9,6,3,7,4,905.1413137840068
43390,2,3,8,8,7,165.7956361437188
43391,5,8,3,5,3,319.0651990917514
43392,7,4,6,0,5,457.3551208574272
43393,6,8,0,0,1,312.82313316090165
43394,4,1,1,8,4,124.58872929333312
43395,5,6,2,2,3,249.24428587647748
43396,6,1,8,9,7,314.0260420340625
43397,7,9,9,0,7,703.6211462488777
43398,5,8,5,3,5,379.10155078285453
43399,1,5,5,9,3,146.18419206559977
43400,8,7,2,5,8,816.7031471277847
43401,5,0,7,6,1,176.65163310052753
43402,0,3,0,0,5,69.9236208289013
43403,1,7,3,1,0,64.93657545106325
43404,7,9,9,1,8,744.5456298800777
43405,9,6,6,1,6,932.2581826438843
43406,1,4,8,6,1,87.85938910492237
43407,2,0,7,4,0,49.61795179718162
43408,8,6,0,9,8,785.2442156968689
43409,8,2,6,3,1,557.2052611906795
43410,3,7,7,5,7,318.18398515802744
43411,8,0,1,7,9,550.2401813371728
43412,0,5,2,0,4,111.28313522457917
43413,6,6,6,5,3,367.5778565254502
43414,1,4,3,3,5,121.06714647957261
43415,1,9,7,2,0,113.64714105799767
43416,2,6,7,5,3,162.76840123322242
43417,8,4,5,7,5,658.1183342821025
43418,1,8,2,0,9,359.253731228491
43419,4,7,1,6,8,370.38860044089023
43420,8,4,7,7,4,648.7008581054249
43421,7,5,8,3,6,527.4845852011146
43422,4,7,0,2,7,319.40462703970576
43423,2,9,5,7,2,211.12245174134048
43424,1,7,6,4,9,340.94965914822063
43425,9,0,1,8,5,772.8057189378185
43426,9,6,3,4,0,794.5911916617117
43427,3,0,5,1,2,47.11126306301616
43428,2,5,5,9,5,193.745877849715
43429,7,1,9,3,0,386.57139973036175
43430,4,8,7,6,4,307.5111727118002
43431,0,9,2,1,5,272.6969712856859
43432,4,2,3,0,3,101.98077014414832
43433,4,5,1,8,6,252.4563673444238
43434,1,7,3,6,1,117.11900410515372
43435,2,6,9,8,2,159.9657436489299
43436,3,5,8,3,1,111.8935372930474
43437,3,3,8,2,0,70.0611099180266
43438,1,6,9,4,3,156.02717118100378
43439,2,5,9,6,0,90.74781252799393
43440,0,3,2,2,8,121.22129395594224
43441,5,7,8,7,5,373.74422063076406
43442,2,5,5,5,1,93.38678391309261
43443,4,7,4,1,2,186.49756785737208
43444,5,7,8,0,8,422.27107527389745
43445,8,4,9,4,7,687.7425531447875
43446,8,7,4,6,6,771.2657248032947
43447,4,7,2,9,1,192.6883176757293
43448,9,9,9,7,2,944.2999644552721
43449,3,8,0,4,6,303.9327713623443
43450,2,9,5,6,4,278.0882170144166
43451,5,9,9,6,5,443.41277190840486
43452,2,0,2,2,7,24.48186722834193
43453,9,1,8,9,0,799.8466024467629
43454,6,4,2,3,4,317.75062388362716
43455,3,2,1,5,7,115.10189194222063
43456,4,0,7,6,6,115.78046405717679
43457,6,9,6,7,9,674.9469372421357
43458,4,7,2,1,1,152.691824408766
43459,2,0,0,9,9,53.72904535234896
43460,9,5,7,1,8,940.2590126282211
43461,9,7,3,4,6,975.6179306265551
43462,8,3,5,0,7,620.3502871620633
43463,0,1,1,6,4,50.875206803091395
43464,9,5,8,3,8,953.571087451518
43465,0,7,0,6,9,331.6667000937738
43466,4,0,7,9,1,130.73632084400407
43467,9,3,5,2,8,859.0321606974289
43468,6,4,6,4,7,382.4189108391962
43469,8,0,7,1,3,538.3131341532713
43470,9,5,8,7,9,993.0380270523981
43471,2,0,9,5,9,60.85291584368604
43472,4,5,0,3,3,164.805960753834
43473,8,2,5,0,3,555.2553488378906
43474,7,6,5,0,7,562.2129746789061
43475,7,1,2,8,9,426.18945878937006
43476,5,1,0,9,0,171.33092372460922
43477,6,0,1,3,4,234.7029770209198
43478,8,6,5,8,8,795.237980820188
43479,1,5,6,9,6,209.54865383871478
43480,1,8,7,4,9,394.72467523358154
43481,5,0,0,4,2,145.33967850918089
43482,5,1,4,8,8,210.65221337556383
43483,3,6,9,7,9,341.77963583702086
43484,8,2,4,7,8,627.9707006719151
43485,4,5,4,9,1,166.04090273285655
43486,1,3,5,4,0,45.51158356465002
43487,9,0,7,1,5,755.9847376456793
43488,1,2,5,2,9,102.90502726943984
43489,7,0,3,4,7,372.5986599738959
43490,3,1,8,2,0,62.58108364300891
43491,5,6,0,1,4,262.36575145095867
43492,4,2,8,4,2,128.9899528835739
43493,3,8,5,1,7,335.9631564873848
43494,9,6,9,6,4,918.7474144973955
43495,2,5,0,3,4,128.73825512227668
43496,8,6,9,8,5,735.4300549497722
43497,5,8,3,7,4,361.8553222338115
43498,0,2,9,0,2,47.699975975154835
43499,5,2,2,6,1,173.07511517350596
43500,3,5,0,4,2,112.1645319687714
43501,1,0,1,7,2,39.13724867656988
43502,8,4,5,7,3,626.5488008777764
43503,4,3,0,3,5,148.20087170192153
43504,6,1,3,2,7,264.42318919471984
43505,2,3,8,6,5,131.3362294002459
43506,7,4,6,9,5,502.78660023008234
43507,0,0,3,1,8,14.993547494141728
43508,9,9,7,5,1,892.4681950433187
43509,5,5,4,5,2,227.3549553569234
43510,3,2,4,2,7,109.58121943615117
43511,5,6,4,3,9,404.95728114220617
43512,2,0,6,8,2,66.45799610596742
43513,7,8,3,7,4,579.0056321573605
43514,7,9,2,0,7,682.028495879564
43515,5,5,4,2,3,232.58056845336588
43516,2,1,7,9,3,87.45586141660286
43517,3,8,9,7,5,313.9303382699636
43518,0,5,1,7,0,63.30125086733002
43519,8,8,9,0,5,763.9726154311776
43520,3,2,9,4,1,86.47729407423608
43521,3,1,6,2,9,92.01505435266878
43522,3,4,9,9,5,195.49234080758674
43523,0,5,3,2,2,84.03156847584918
43524,0,9,0,1,0,86.13672634093636
43525,0,7,1,8,4,204.71968718762423
43526,7,0,7,6,0,394.2611143296578
43527,3,0,3,0,6,36.39068097606849
43528,6,1,8,7,1,280.77954278183495
43529,4,6,8,4,8,336.59453086040907
43530,5,5,2,5,7,321.75277027494985
43531,5,9,0,2,1,252.5879782393298
43532,2,0,2,5,0,39.88708176129715
43533,2,3,5,2,1,54.850001670707115
43534,7,9,0,9,8,757.2496804252628
43535,0,3,3,1,5,83.85618582956128
43536,2,1,2,7,6,74.99155716203732
43537,9,2,8,7,3,816.3551544849456
43538,9,9,8,2,2,916.1773753346167
43539,0,5,2,2,9,221.0476507083011
43540,6,8,3,4,5,469.71573028313827
43541,4,4,5,3,8,238.7195572474016
43542,5,2,2,6,8,229.17179217599474
43543,2,2,2,9,0,63.56105020098426
43544,6,5,2,5,0,272.8923699668492
43545,0,1,1,7,1,43.08300504219903
43546,6,6,2,9,2,351.5700498164268
43547,9,3,9,1,0,770.813501882484
43548,3,3,5,4,1,83.37033528114176
43549,0,4,5,4,8,179.47427125757054
43550,3,2,8,6,0,85.06074428585856
43551,6,9,6,6,5,525.7333553566709
43552,8,9,3,3,9,941.5447683334793
43553,4,5,2,0,0,95.70079571215418
43554,2,4,5,0,1,55.24191844741764
43555,5,6,5,4,4,292.3048752574004
43556,1,5,1,1,6,154.55861002721892
43557,3,6,1,2,5,196.98644957270844
43558,1,0,4,5,9,38.692327920698546
43559,5,2,0,8,1,177.85382377253356
43560,3,3,7,3,7,156.67773979268898
43561,8,4,5,1,4,612.0533883897117
43562,0,3,8,4,9,161.82771651699923
43563,6,4,0,1,2,269.88654967948384
43564,0,6,4,8,9,304.5111280871744
43565,4,7,4,5,6,318.31087355759087
43566,2,1,3,6,8,80.06899801491545
43567,9,0,9,7,0,791.8998257938349
43568,0,6,3,5,6,214.4992682280076
43569,3,1,0,9,0,73.95256897327134
43570,4,5,5,3,7,259.33682516768533
43571,4,6,6,7,5,273.5512713256727
43572,4,0,6,8,7,122.94543346885717
43573,1,1,1,8,1,49.79152853314602
43574,6,5,2,4,8,427.1964959266005
43575,1,7,7,5,8,320.26320889480576
43576,5,6,8,1,6,334.25554574803607
43577,8,7,0,8,2,657.9842814097119
43578,0,4,1,5,5,124.50404125825067
43579,4,6,6,9,0,163.48375474547018
43580,7,6,2,8,2,473.69217132893067
43581,7,0,2,2,0,359.56368758098495
43582,1,4,7,0,8,166.36118302394132
43583,3,0,8,0,8,51.71730283248584
43584,3,4,8,4,9,231.54818907929493
43585,4,2,2,1,6,127.36407275558105
43586,7,2,3,9,8,465.6098395732702
43587,8,7,5,7,1,639.208255760675
43588,6,8,7,3,5,476.8516566625128
43589,4,2,3,4,7,153.036077162309
43590,3,0,0,0,7,27.126338327336402
43591,9,5,5,5,3,854.7313513978174
43592,2,3,6,2,1,57.683888608997336
43593,1,5,4,1,8,203.34581363585283
43594,0,0,3,7,6,44.39438727054231
43595,6,2,7,4,6,309.08016969966815
43596,5,9,0,1,5,391.11652913152784
43597,9,3,2,1,2,773.0334084250543
43598,7,3,0,1,5,417.47371567553745
43599,2,0,8,9,6,77.06096644629407
43600,7,6,7,4,9,636.9124481009013
43601,3,8,4,2,0,113.58258380664371
43602,4,3,7,7,5,189.56453405025744
43603,0,6,5,7,6,230.31997256140727
43604,0,0,8,5,7,49.33002145948509
43605,1,5,2,2,4,122.231926926326
43606,7,3,1,4,4,423.5888081393403
43607,7,6,3,5,9,629.9739722213037
43608,0,0,3,2,2,19.418247672561893
43609,6,1,8,7,7,304.4169391300881
43610,8,4,9,8,5,675.2715095704802
43611,4,9,4,8,6,413.3597189628687
43612,2,5,6,5,0,76.7689596676458
43613,3,7,7,0,0,97.74523111141967
43614,8,6,9,7,5,730.3436264928022
43615,7,5,3,7,1,432.6654441853212
43616,5,4,4,0,8,281.84373321725064
43617,8,8,4,7,6,815.9514917029784
43618,8,5,7,0,7,698.5049980973498
43619,2,9,3,2,6,324.37547947759845
43620,8,6,0,0,1,572.4314363425996
43621,4,3,8,4,4,165.46778570904493
43622,3,2,5,6,6,124.16111027355632
43623,4,2,3,6,7,163.1578503910182
43624,6,8,2,6,1,348.40838588192497
43625,8,1,8,8,9,613.6449491316054
43626,4,7,2,8,1,187.20796175075031
43627,7,1,9,0,3,383.52045416858857
43628,1,2,7,7,7,117.78836535450898
43629,0,4,0,2,1,42.77600902837659
43630,7,7,4,6,9,686.8654124899351
43631,0,7,5,8,3,188.4716580338322
43632,4,5,5,6,3,194.46297080842368
43633,8,5,7,9,5,703.3846814871758
43634,9,2,2,2,0,749.133268050851
43635,9,2,4,6,9,847.8274633992455
43636,1,3,0,1,8,111.40025258215265
43637,3,8,6,4,4,257.027052940605
43638,1,9,8,4,2,198.8291595988014
43639,3,4,1,7,5,161.22027158951036
43640,1,8,1,3,6,275.82849840371165
43641,8,2,7,7,0,572.9395030207664
43642,9,9,6,2,7,1090.2945030681376
43643,7,0,0,2,5,353.5175289272725
43644,4,2,3,6,0,107.22691008002063
43645,0,1,3,1,2,23.70170449557064
43646,3,7,3,2,2,151.18109423336148
43647,0,7,6,3,5,222.0751246308882
43648,6,3,7,6,6,348.2143417957451
43649,1,5,3,4,8,215.67118241901485
43650,9,2,3,8,9,854.8082754331347
43651,3,7,1,5,1,132.52426478496398
43652,1,2,4,5,0,42.29199381039447
43653,2,4,4,9,5,161.4467100284638
43654,2,8,1,3,8,346.76846412884163
43655,2,7,6,9,3,204.86083575086872
43656,5,3,8,6,0,188.43309481694948
43657,8,8,1,3,7,818.0429623081563
43658,7,0,3,7,5,387.6788150546741
43659,2,3,9,0,1,56.006823874552175
43660,5,8,4,7,4,364.2573825298335
43661,2,2,3,5,6,94.19911569203171
43662,3,7,1,2,4,201.53367547521245
43663,4,3,9,6,4,178.07529556203906
43664,1,5,6,5,5,169.22674537853553
43665,6,9,9,9,8,657.5545160238806
43666,0,1,4,3,2,36.09794989226205
43667,7,4,2,1,2,402.25524620398403
43668,2,3,5,6,3,98.48659076550442
43669,2,1,8,2,3,55.28348509203445
43670,0,9,6,9,6,360.0921050699285
43671,8,3,9,5,9,681.9422899618363
43672,4,8,5,8,0,183.33937389376533
43673,8,5,5,1,1,577.3248617511302
43674,3,3,1,9,4,132.41703917680434
43675,2,2,1,0,9,87.59802554168434
43676,1,1,3,2,4,37.28673440814343
43677,1,7,6,4,3,172.634086916111
43678,9,4,1,8,0,788.5118885349932
43679,6,0,7,1,8,242.06479298265657
43680,7,9,7,6,2,547.140619329708
43681,3,2,3,5,3,89.173259583527
43682,6,0,7,2,5,247.96934361379857
43683,4,4,0,0,5,160.62218883428017
43684,9,9,6,7,2,935.7136213711733
43685,3,9,8,7,1,203.33962075314284
43686,4,6,4,4,6,276.9759344683389
43687,9,7,0,4,3,882.1410735090263
43688,8,5,8,0,0,561.8212033217042
43689,9,6,5,2,6,934.9611051851729
43690,3,4,6,0,8,189.90019686062683
43691,0,7,3,2,0,68.2404589127891
43692,5,3,9,2,8,267.3928735722181
43693,5,7,7,2,5,345.98481978513007
43694,4,2,7,3,0,104.1566440956214
43695,5,4,2,4,0,167.21905035259041
43696,9,2,9,9,5,845.9720974798104
43697,5,4,1,3,6,255.62754448187556
43698,3,4,7,2,8,202.89768360342674
43699,1,2,2,7,8,110.98355588103522
43700,4,0,1,1,5,72.99705416318827
43701,6,1,4,2,5,259.13128754010495
43702,9,0,9,1,8,761.1751546097103
43703,9,6,4,9,9,1038.3238548088664
43704,9,6,9,2,7,970.5559944459739
43705,8,7,6,6,9,861.740319996482
43706,8,3,0,8,3,597.3873823235182
43707,9,7,1,8,3,905.7210227149623
43708,4,2,7,1,1,102.65336019795612
43709,2,1,5,9,8,101.34947888796536
43710,9,3,9,9,3,846.9074007989984
43711,5,6,9,3,9,419.34722315553597
43712,6,8,8,6,5,494.766584679562
43713,2,7,7,6,2,164.01513785387544
43714,9,9,1,0,8,1101.7374918568796
43715,8,9,3,9,1,683.9142988100981
43716,0,8,4,2,3,182.52535083287756
43717,2,9,6,4,4,271.47777385623164
43718,5,8,9,4,0,236.68436687114954
43719,7,3,8,0,1,388.1059483279933
43720,2,8,3,6,2,175.53414536105612
43721,5,8,6,5,0,232.40250575935895
43722,3,2,4,9,5,128.4929437530734
43723,2,4,5,6,4,133.5733736730369
43724,0,4,4,1,9,177.5541886134588
43725,5,1,2,3,2,155.43384730441636
43726,0,7,9,9,1,149.45557637330262
43727,0,3,8,0,1,45.57568669442287
43728,7,6,0,6,4,505.3957373512505
43729,5,7,7,0,7,391.52588401681095
43730,8,4,0,6,6,654.953618999081
43731,0,6,4,0,2,96.01966067254777
43732,5,9,1,8,3,357.6801035088954
43733,1,8,1,2,4,206.74991833516182
43734,1,2,1,6,5,78.11185353434291
43735,0,0,3,0,5,9.904871718277645
43736,9,6,1,6,7,966.9279680041795
43737,5,7,8,1,8,427.1761289151423
43738,8,0,6,8,6,570.0602384166433
43739,5,9,4,6,5,428.20973099345014
43740,1,8,6,5,7,332.030937440176
43741,4,6,7,1,8,318.8290756921565
43742,3,0,7,8,4,88.86553466655228
43743,8,8,3,7,4,748.6611883578304
43744,3,2,4,5,5,108.7661219805376
43745,9,7,0,4,7,994.8179093327911
43746,2,1,3,1,2,31.86415852775102
43747,5,3,7,5,7,264.12725225883673
43748,6,4,1,6,1,281.25039094807516
43749,5,0,1,1,7,133.8869132042031
43750,2,6,9,5,7,264.01880298075986
43751,0,9,0,8,1,157.9083687412002
43752,9,7,3,2,6,965.6342392169611
43753,9,6,5,5,0,805.6765652564956
43754,7,6,8,5,5,548.9669461093688
43755,7,4,5,9,6,515.8067183271063
43756,4,7,4,0,2,181.13274066214365
43757,8,8,3,9,4,758.582367617642
43758,3,9,1,5,5,316.1362102573416
43759,2,0,2,0,3,14.22740058824572
43760,5,8,5,2,5,374.3635110071428
43761,4,9,6,8,1,239.50497880759193
43762,7,6,4,2,9,617.0803904497219
43763,2,8,5,0,1,119.10664745690143
43764,6,8,7,7,9,624.0286520418197
43765,6,7,8,0,0,289.3139181822627
43766,5,1,3,8,5,195.66589174361374
43767,1,2,1,5,5,73.51245856576111
43768,9,4,4,0,9,901.3613267409819
43769,9,9,6,1,1,869.0880921312375
43770,3,3,0,0,9,144.6992860365275
43771,4,5,4,3,1,136.6427156857523
43772,4,3,7,8,5,194.84249517083288
43773,4,3,1,3,3,127.2681559670463
43774,5,2,4,4,1,169.69388515557628
43775,3,5,0,2,7,202.86803483593505
43776,7,9,7,4,7,717.5538561914523
43777,4,8,3,4,7,381.53451880914156
43778,0,8,3,4,9,381.69636612086845
43779,1,4,5,2,5,122.87489674072157
43780,2,4,5,0,0,39.46733004778864
43781,0,0,1,1,4,8.698047243083929
43782,9,0,2,4,3,755.0065457569477
43783,6,3,9,9,2,321.2104302771678
43784,1,4,2,0,7,135.28788769459078
43785,1,8,1,0,9,356.29385103272176
43786,4,9,5,9,9,529.2553273619749
43787,3,7,0,9,4,233.603015968704
43788,4,0,6,8,3,122.66118789008216
43789,7,2,1,4,3,394.1993148600148
43790,4,3,4,6,8,211.73088095756808
43791,7,9,5,8,0,479.3896496102544
43792,4,8,7,8,7,413.73799126790476
43793,6,5,4,9,4,378.8980454935966
43794,9,9,1,8,4,997.3346841577844
43795,3,0,6,2,5,55.34319279133148
43796,8,9,0,3,2,680.3302774823424
43797,3,2,1,5,4,91.4658618951435
43798,6,0,8,6,9,270.85684191134885
43799,4,9,7,9,1,247.71690095042788
43800,8,1,3,4,6,566.1780191389546
43801,5,3,6,0,2,176.97080911960782
43802,9,8,7,2,0,824.3376081848178
43803,4,0,0,8,5,104.29762674832055
43804,6,9,9,6,4,498.6687407155417
43805,6,1,2,7,1,262.9738756890056
43806,5,7,9,8,1,269.1391535440507
43807,2,0,7,7,0,64.72489404727892
43808,8,2,7,9,5,622.337286229928
43809,1,1,9,1,3,46.02974549975401
43810,8,5,8,6,2,631.7898592563812
43811,2,4,9,9,9,240.27246347447183
43812,5,0,6,2,7,153.89938264496627
43813,7,7,8,4,2,492.3462122823695
43814,6,7,0,1,2,326.971048130284
43815,3,3,4,3,5,123.31542182740952
43816,2,1,1,4,6,56.61310480470895
43817,9,9,2,9,3,969.9744208348006
43818,8,9,4,1,9,934.4904257969687
43819,2,9,3,0,3,206.41178998461075
43820,1,1,8,9,8,103.49192020427894
43821,3,4,6,2,4,135.7475119502063
43822,0,4,1,5,8,172.45941702993198
43823,4,8,5,3,2,222.25892724517203
43824,9,2,6,5,1,784.2335909852878
43825,4,9,0,7,4,324.7736148675191
43826,1,0,7,0,1,22.176530293573254
43827,3,2,5,3,9,133.61579226719513
43828,0,6,3,9,4,186.9856503560397
43829,7,9,4,4,5,636.773224101061
43830,3,3,6,1,0,59.57180740976742
43831,0,2,3,3,0,28.21487597384382
43832,2,6,6,6,1,116.18300201571361
43833,0,2,1,7,4,74.21469859891369
43834,8,8,7,7,2,696.5340988817384
43835,2,5,4,4,9,245.84115712574078
43836,2,1,4,2,9,67.67409446251838
43837,3,6,9,5,8,307.4358009093308
43838,1,6,7,6,7,256.2974155574266
43839,3,6,3,5,0,97.77790299881305
43840,0,6,9,9,8,300.8147316641502
43841,2,7,0,8,5,237.2721919934183
43842,9,4,4,1,2,794.2058201942614
43843,1,7,3,5,9,336.4321588690307
43844,3,5,0,2,2,102.39915798443823
43845,6,6,9,6,1,333.3754165404166
43846,8,4,8,0,2,584.0291397037277
43847,2,9,3,4,5,298.1370557928518
43848,4,7,9,3,1,183.67586166453532
43849,9,3,9,1,1,782.7607911607506
43850,9,1,1,7,9,804.6699973927023
43851,8,1,4,3,6,564.361973734849
43852,5,6,5,4,7,364.44337428043076
43853,9,4,4,0,5,837.4292735710818
43854,1,7,5,9,7,306.7742671302791
43855,0,7,5,9,9,361.87601822894925
43856,1,9,2,9,0,133.16855992994132
43857,5,1,3,8,4,191.84730886661947
43858,4,5,4,3,4,196.79617767071983
43859,1,1,4,4,4,50.89603413709077
43860,8,7,1,7,6,767.1643800623018
43861,8,5,7,1,5,663.3431599048533
43862,2,1,8,7,8,100.50212230773745
43863,6,6,5,3,6,426.0079145303943
43864,0,2,0,2,4,46.66240290593109
43865,4,4,5,5,8,248.16369908759637
43866,7,2,4,5,3,408.1647676781606
43867,5,3,9,4,4,229.70030713612667
43868,3,5,6,6,7,240.9614081037758
43869,5,0,0,8,0,165.0082888290326
43870,9,6,3,8,9,1030.286639152413
43871,6,0,7,9,0,282.37609470923024
43872,7,2,3,2,8,430.61951694567546
43873,1,5,0,8,4,146.98156794998656
43874,0,7,8,6,4,215.65327369990757
43875,5,4,0,3,5,236.95085750173584
43876,6,8,3,4,1,341.13494292756883
43877,6,6,7,1,1,302.8135403829912
43878,7,9,4,1,1,477.5748441162055
43879,5,7,2,1,1,213.04123406112748
43880,9,0,2,5,9,760.6553964610727
43881,5,0,5,7,2,175.98714948150072
43882,0,9,7,4,5,302.69843011467333
43883,8,7,1,5,0,589.8858598611597
43884,5,9,6,5,9,573.1683025104262
43885,9,9,1,0,5,993.2121636559563
43886,7,1,7,6,2,403.0226478749649
43887,9,3,2,5,6,841.9725709750289
43888,8,7,1,2,7,770.2142343219355
43889,0,8,7,0,9,373.6251751885373
43890,3,0,2,1,2,38.50164806635637
43891,8,9,2,0,9,923.9060308773624
43892,8,5,2,3,7,698.9870774853674
43893,7,8,4,9,6,656.3408172885415
43894,6,9,9,8,1,400.00656408912306
43895,7,1,7,5,9,426.5414422617579
43896,8,8,7,7,4,760.8996831839332
43897,1,2,2,4,3,55.504796095663565
43898,1,4,3,5,9,195.46776043957234
43899,2,7,4,9,0,114.55510632029754
43900,2,0,4,7,8,55.94250393237762
