comments_count,replies_count,both_count,sentence_count,word_count,basic_emotions,basic emotions_fear,basic_emotions_anger,basic_emotions_sadness,basic_emotions_joy,basic_emotions_surprise_interest,basic_emotions_disgust,emotions_of_social_evaluation,emotions_of_social_evaluation_contempt,emotions_of_social_evaluation_shame,emotions_of_social_evaluation_guilt,emotions_of_social_evaluation_embarrassment,emotions_of_social_evaluation_pride,emotions_of_social_evaluation_envy,state,state_excited,state_rest,state_estimate,state_process_execution,target
93,169,262,268,3452,51,6,7,10,8,4,16,2,0,1,1,0,0,0,22,5,16,0,1,2
682,412,1094,1245,9684,168,3,3,19,89,15,39,6,0,0,2,1,1,2,71,8,50,1,12,1
166,118,284,298,3336,57,2,1,6,22,7,19,3,2,0,1,0,0,0,26,0,24,0,2,2
27,6,33,70,882,35,0,2,10,16,5,2,3,0,0,1,1,1,0,4,0,4,0,0,1
62,6,68,74,534,15,0,0,3,10,0,2,1,0,1,0,0,0,0,6,0,6,0,0,1
16,0,16,18,173,6,0,0,3,1,2,0,0,0,0,0,0,0,0,2,2,0,0,0,2
1438,454,1892,2280,16915,358,11,31,43,195,22,56,5,1,1,0,0,0,3,187,17,143,3,24,1
36,0,36,150,2539,39,2,4,1,8,6,18,0,0,0,0,0,0,0,28,1,24,0,3,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,4,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1413,1603,3016,2450,29884,509,29,42,97,100,65,176,38,7,6,14,6,2,3,306,59,232,0,15,2
103,23,126,171,1572,21,2,1,2,10,3,3,0,0,0,0,0,0,0,14,0,14,0,0,2
32,0,32,42,253,11,2,0,1,4,4,0,0,0,0,0,0,0,0,1,0,1,0,0,1
359,613,972,671,6446,85,10,11,1,24,13,26,14,5,2,2,0,5,0,68,8,56,0,4,2
1369,1880,3249,3000,35516,549,38,69,75,136,98,133,50,16,9,12,6,4,3,310,53,247,0,10,2
16,0,16,21,268,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1
39,0,39,63,681,11,0,1,0,3,6,1,0,0,0,0,0,0,0,5,0,4,0,1,1
38,39,77,90,774,6,1,0,0,3,0,2,1,0,0,0,0,0,1,6,0,6,0,0,2
395,339,734,669,7330,111,8,9,13,29,21,31,12,2,4,1,0,1,4,62,10,50,0,2,2
9,0,9,20,162,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,1
33,45,78,58,449,6,2,0,2,0,0,2,0,0,0,0,0,0,0,5,0,4,0,1,2
350,173,523,369,3955,38,0,2,8,20,2,6,2,0,0,0,1,1,0,15,0,14,0,1,1
168,181,349,354,3790,66,3,2,13,19,7,22,5,2,0,3,0,0,0,29,3,26,0,0,2
25,12,37,100,1826,28,3,0,0,3,2,20,0,0,0,0,0,0,0,13,1,9,0,3,2
11,0,11,11,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
208,504,712,363,3929,51,3,3,10,9,8,18,4,0,1,2,0,0,1,22,1,20,0,1,2
588,260,848,676,7549,80,0,8,25,39,1,7,0,0,0,0,0,0,0,31,0,29,0,2,1
25,0,25,31,278,6,0,0,5,1,0,0,2,0,0,0,0,0,2,2,0,2,0,0,2
92,9,101,224,2378,39,1,5,9,14,0,10,0,0,0,0,0,0,0,15,0,15,0,0,2
1765,793,2558,3529,34726,561,60,36,110,180,45,130,32,10,2,10,5,4,1,280,20,243,0,17,0
80,43,123,174,1911,25,3,1,8,6,1,6,6,0,1,0,0,4,1,7,0,7,0,0,2
116,112,228,318,4450,47,4,3,12,4,7,17,3,0,2,0,0,1,0,39,9,28,0,2,1
136,5,141,205,1542,33,7,0,2,15,3,6,0,0,0,0,0,0,0,21,0,19,0,2,1
104,5,109,219,2066,33,2,0,8,8,7,8,4,0,0,2,1,1,0,18,7,11,0,0,2
8,11,19,23,475,5,0,2,0,1,1,1,0,0,0,0,0,0,0,2,0,2,0,0,2
18,0,18,23,142,3,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,2
369,170,539,566,5177,89,6,2,24,23,5,29,5,2,2,0,0,0,1,88,5,79,0,4,0
38,0,38,90,1009,11,1,0,1,3,5,1,0,0,0,0,0,0,0,9,3,5,0,1,1
1431,1756,3187,2960,33921,553,42,89,77,112,69,164,86,29,10,8,6,30,3,251,21,214,0,16,2
193,11,204,202,1835,14,0,0,5,6,0,3,0,0,0,0,0,0,0,8,0,8,0,0,1
291,263,554,592,7200,112,8,20,13,20,11,40,8,2,3,2,0,0,1,75,13,61,0,1,2
258,120,378,262,1764,37,0,7,1,24,1,4,0,0,0,0,0,0,0,3,0,2,0,1,1
388,201,589,701,5024,98,3,4,17,46,11,17,2,0,0,0,0,1,1,42,4,27,5,6,1
77,104,181,287,3949,44,2,2,5,9,0,26,2,1,0,1,0,0,0,16,0,16,0,0,2
1566,880,2446,2491,22659,347,15,13,52,140,60,67,11,0,0,6,1,0,4,164,22,131,1,10,1
1766,1745,3511,3523,41200,626,51,99,96,108,67,205,73,21,20,14,6,10,2,284,41,228,0,15,2
400,53,453,438,5711,32,0,3,14,11,0,4,0,0,0,0,0,0,0,25,0,25,0,0,1
809,241,1050,1409,11172,173,9,11,15,89,16,33,3,0,0,0,0,0,3,103,13,68,4,18,1
30,0,30,73,705,8,0,0,1,5,1,1,1,0,1,0,0,0,0,4,1,3,0,0,1
95,6,101,177,2210,47,4,4,8,6,6,19,1,0,1,0,0,0,0,22,1,18,0,3,2
14,0,14,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
266,140,406,419,4022,77,7,9,13,23,5,20,14,0,3,9,1,1,0,38,10,25,0,3,2
9,0,9,101,706,18,3,0,4,3,2,6,1,0,0,0,1,0,0,2,0,2,0,0,2
12,0,12,15,113,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
596,702,1298,1265,14518,225,13,21,45,51,22,73,16,4,0,5,2,2,3,120,18,98,0,4,2
767,254,1021,1206,9292,167,1,9,19,96,10,32,6,0,2,2,0,0,2,56,11,39,0,6,1
82,24,106,160,1495,33,1,1,8,11,4,8,2,0,0,1,0,0,1,21,1,20,0,0,2
42,0,42,50,407,10,0,0,0,8,0,2,0,0,0,0,0,0,0,5,0,4,0,1,1
19,7,26,37,320,4,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,2,0,0,1
349,192,541,664,5491,149,3,11,29,69,25,12,2,0,1,0,1,0,0,59,11,40,3,5,1
31,20,51,53,565,9,1,0,7,1,0,0,1,0,1,0,0,0,0,7,4,3,0,0,2
826,307,1133,1312,10552,230,5,9,34,90,27,65,9,0,3,1,3,0,2,91,9,71,2,9,1
22,0,22,108,786,17,2,4,4,1,1,5,1,0,0,1,0,0,0,7,1,3,0,3,2
23,0,23,29,261,6,0,0,0,5,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2
388,225,613,882,7382,136,13,9,20,47,9,38,25,1,7,2,3,11,1,62,9,51,1,1,2
1021,140,1161,1295,12561,112,0,6,52,40,0,14,0,0,0,0,0,0,0,61,6,54,0,1,1
128,103,231,194,1859,40,6,5,4,9,3,13,2,0,0,1,0,0,1,13,2,10,0,1,2
497,717,1214,957,10506,151,19,17,15,35,21,44,15,6,1,2,1,4,1,77,7,69,0,1,2
41,25,66,60,890,12,2,0,0,5,1,4,2,2,0,0,0,0,0,2,0,2,0,0,2
41,31,72,146,1334,30,1,1,1,3,3,21,0,0,0,0,0,0,0,6,0,6,0,0,2
19,0,19,31,162,5,0,0,2,1,2,0,2,0,0,0,0,0,2,4,2,2,0,0,1
346,24,370,311,2872,36,0,0,15,19,0,2,0,0,0,0,0,0,0,21,2,19,0,0,1
407,277,684,605,5284,84,10,4,20,23,1,26,3,0,2,1,0,0,0,72,5,59,0,8,2
47,20,67,83,1063,14,0,1,1,3,3,6,0,0,0,0,0,0,0,5,3,1,0,1,2
151,77,228,225,1844,35,8,2,11,7,0,7,1,0,0,0,0,1,0,15,0,13,0,2,2
30,21,51,71,794,16,0,3,3,5,3,2,1,0,0,0,0,0,1,4,0,4,0,0,2
354,548,902,944,10044,157,15,14,25,38,20,45,24,10,6,2,3,3,0,62,14,45,0,3,2
2236,679,2915,3454,32793,610,61,54,179,112,64,140,39,11,8,16,0,3,1,290,23,254,3,10,0
97,23,120,152,1596,30,1,1,9,6,1,12,5,2,1,0,1,0,1,15,4,11,0,0,2
1253,812,2065,2141,21746,345,10,23,37,154,42,79,19,3,2,12,2,0,0,190,23,151,5,11,1
371,147,518,605,5709,125,8,10,21,22,10,54,9,3,4,1,0,0,1,51,11,35,0,5,2
1155,326,1481,1980,13351,227,10,11,19,128,27,32,4,0,1,0,2,1,0,119,10,95,1,13,1
28,25,53,59,705,11,0,2,4,2,1,2,0,0,0,0,0,0,0,4,0,4,0,0,2
22,37,59,52,633,7,0,0,3,1,0,3,1,0,0,0,0,0,1,5,0,5,0,0,2
171,171,342,356,3026,61,2,3,9,32,9,6,6,3,0,1,0,2,0,29,13,16,0,0,2
60,8,68,76,593,18,0,0,5,12,0,1,0,0,0,0,0,0,0,5,0,5,0,0,1
46,26,72,59,513,5,0,0,0,3,1,1,0,0,0,0,0,0,0,7,0,6,0,1,1
412,52,464,1032,8818,242,18,18,25,124,16,41,5,2,0,1,0,1,1,140,10,120,1,9,1
45,0,45,52,334,14,0,2,0,11,1,0,0,0,0,0,0,0,0,4,0,2,1,1,1
152,22,174,183,1344,20,1,2,0,11,4,2,0,0,0,0,0,0,0,8,1,6,0,1,1
275,208,483,412,3041,70,1,2,11,37,5,14,1,0,0,0,0,0,1,42,3,37,0,2,1
20,48,68,153,1733,30,2,5,12,2,2,7,3,0,0,3,0,0,0,10,0,10,0,0,2
1284,2490,3774,2656,28655,383,28,35,58,123,27,112,51,9,8,3,3,21,7,213,17,185,2,9,2
886,601,1487,1638,18725,226,21,25,45,36,29,70,15,6,6,2,0,0,1,116,14,98,0,4,2
279,367,646,495,5118,78,4,8,14,15,5,32,11,5,1,1,0,3,1,45,4,39,0,2,2
21,12,33,30,203,7,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,6,45,106,1310,7,0,0,1,2,1,3,0,0,0,0,0,0,0,12,2,7,0,3,1
18,0,18,38,232,7,0,0,0,5,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1
274,194,468,314,2391,29,0,1,9,15,1,3,0,0,0,0,0,0,0,12,0,12,0,0,1
231,129,360,380,2337,62,3,1,6,32,10,10,0,0,0,0,0,0,0,24,2,20,1,1,1
140,69,209,251,2140,43,3,2,2,10,10,16,1,0,1,0,0,0,0,10,1,8,0,1,1
504,515,1019,735,6661,122,16,5,28,37,12,24,4,2,0,0,0,1,1,67,7,59,0,1,2
34,8,42,96,1080,11,0,2,2,4,2,1,0,0,0,0,0,0,0,8,2,6,0,0,1
77,35,112,190,1760,29,0,3,5,12,2,7,1,0,0,0,0,1,0,12,0,12,0,0,2
1414,214,1628,2359,17774,320,53,44,32,95,21,75,15,2,0,9,0,3,1,155,25,120,0,10,0
284,134,418,416,3058,52,1,1,3,35,3,9,0,0,0,0,0,0,0,29,7,21,0,1,1
709,155,864,1341,8957,175,6,6,29,100,21,13,1,0,0,0,1,0,0,90,5,74,0,11,1
158,175,333,284,3305,35,4,3,7,8,6,7,4,2,1,0,0,1,0,21,1,20,0,0,2
52,0,52,124,1195,18,0,0,1,11,2,4,3,0,1,1,0,1,0,12,1,11,0,0,1
445,335,780,839,6405,112,4,9,12,54,8,25,1,0,1,0,0,0,0,47,0,40,1,6,1
76,6,82,139,979,23,0,0,1,14,7,1,0,0,0,0,0,0,0,9,0,9,0,0,1
81,0,81,186,2077,25,10,2,2,1,3,7,4,2,1,0,1,0,0,17,7,10,0,0,2
8,0,8,9,82,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
340,172,512,626,5192,87,3,8,8,39,17,12,0,0,0,0,0,0,0,29,2,21,2,4,1
54,27,81,87,839,13,3,1,1,3,3,2,2,1,1,0,0,0,0,4,0,4,0,0,2
89,0,89,109,998,12,0,4,1,3,0,4,0,0,0,0,0,0,0,9,0,9,0,0,1
48,0,48,96,764,9,3,0,0,4,0,2,0,0,0,0,0,0,0,8,0,7,0,1,1
45,24,69,61,601,7,0,0,0,3,2,2,1,0,0,1,0,0,0,5,2,3,0,0,2
23,0,23,54,341,4,1,0,1,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,2
10,9,19,20,232,5,0,0,0,1,1,3,0,0,0,0,0,0,0,2,0,2,0,0,1
124,21,145,247,1884,42,0,2,10,19,7,4,0,0,0,0,0,0,0,26,4,22,0,0,1
533,438,971,933,8980,177,14,9,40,47,14,53,5,2,2,0,0,0,1,61,10,48,0,3,2
58,15,73,98,722,21,0,2,1,8,3,7,2,0,0,1,0,1,0,4,0,4,0,0,1
428,434,862,657,6702,122,18,9,26,33,9,27,5,1,0,1,3,0,0,69,1,65,0,3,2
966,967,1933,1443,15082,257,23,22,73,49,22,68,12,1,2,2,4,3,0,139,14,122,0,3,2
21,0,21,308,2682,59,6,10,8,8,0,27,15,9,5,1,0,0,0,18,2,16,0,0,2
26,6,32,69,719,16,2,1,4,4,2,3,0,0,0,0,0,0,0,6,0,6,0,0,2
62,50,112,112,1097,15,2,2,1,4,1,5,3,2,1,0,0,0,0,7,2,3,0,2,2
67,60,127,162,1791,28,1,1,6,15,3,2,0,0,0,0,0,0,0,15,1,12,2,0,0
743,93,836,1915,16596,547,23,21,87,293,31,92,30,25,1,2,1,1,0,329,8,300,0,21,1
77,0,77,111,874,30,1,0,4,18,4,3,0,0,0,0,0,0,0,10,0,8,0,2,1
113,7,120,127,875,15,0,2,0,10,1,2,0,0,0,0,0,0,0,5,0,5,0,0,1
6552,2084,8636,9831,79761,1671,118,75,190,666,210,412,62,4,4,5,37,1,11,863,222,557,10,74,1
570,233,803,1021,8109,172,13,6,45,86,7,15,2,0,0,0,0,0,2,70,4,60,0,6,1
219,16,235,453,3628,117,3,1,3,95,8,7,2,0,0,0,2,0,0,32,0,25,1,6,1
13,0,13,34,432,9,1,1,1,2,1,3,0,0,0,0,0,0,0,4,0,4,0,0,2
608,470,1078,1002,7382,135,8,11,11,72,7,26,6,4,0,0,1,1,0,83,2,75,1,5,1
5988,2238,8226,8625,80689,1203,124,73,158,312,261,275,73,19,26,7,16,2,3,1108,30,1031,2,45,2
49,25,74,76,1046,23,1,1,5,6,3,7,3,0,0,1,0,1,1,5,0,5,0,0,2
31,0,31,50,397,6,0,0,0,2,2,2,0,0,0,0,0,0,0,3,2,1,0,0,1
181,376,557,329,3023,56,5,3,15,12,3,18,1,0,1,0,0,0,0,34,0,32,0,2,2
1387,342,1729,2015,15135,403,13,11,87,156,30,106,6,0,1,4,0,0,1,117,6,98,0,13,1
19,6,25,56,440,10,2,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2
19,51,70,53,409,12,2,0,4,4,2,0,0,0,0,0,0,0,0,5,0,5,0,0,2
2,0,2,8,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
196,573,769,460,5517,112,10,9,17,15,11,50,8,0,0,0,0,7,1,45,1,41,0,3,2
1294,769,2063,2310,17389,358,13,15,37,178,58,57,6,0,2,0,0,1,3,140,24,87,4,25,1
1005,458,1463,1992,16851,292,5,13,44,134,49,47,8,2,2,2,1,0,1,115,22,82,2,9,1
94,53,147,142,1251,21,2,5,6,2,0,6,1,0,0,0,0,0,1,13,4,9,0,0,2
21,0,21,29,204,7,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
905,688,1593,1480,15383,255,33,29,41,66,21,65,16,2,4,5,1,4,0,160,13,147,0,0,2
1011,289,1300,1267,9246,195,44,10,11,118,2,10,1,0,1,0,0,0,0,61,6,33,0,22,1
14,0,14,26,222,6,0,2,0,3,1,0,0,0,0,0,0,0,0,3,0,3,0,0,1
685,389,1074,1222,9671,155,9,6,15,70,27,28,9,0,1,0,5,0,3,110,20,75,0,15,1
120,27,147,240,2541,34,1,2,4,9,6,12,0,0,0,0,0,0,0,34,8,25,0,1,2
53,0,53,56,431,4,0,0,0,2,0,2,0,0,0,0,0,0,0,4,0,4,0,0,1
243,135,378,476,3842,95,5,4,20,34,8,24,6,3,0,0,1,1,1,34,2,31,0,1,2
11,0,11,14,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,1,1
8,0,8,7,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
21,6,27,33,278,7,0,0,0,3,0,4,0,0,0,0,0,0,0,1,0,1,0,0,2
59,18,77,89,905,21,0,1,2,5,5,8,2,1,0,0,0,0,1,3,0,3,0,0,2
198,204,402,425,3997,89,10,3,29,12,4,31,7,0,5,1,0,0,1,36,7,27,0,2,2
24,0,24,46,355,4,0,0,0,4,0,0,0,0,0,0,0,0,0,6,4,2,0,0,1
20,33,53,36,359,5,0,0,1,0,3,1,2,0,1,0,0,1,0,2,0,2,0,0,2
153,128,281,217,1979,41,3,2,12,10,7,7,3,0,0,1,0,0,2,15,3,10,0,2,2
460,197,657,535,3487,84,0,1,1,71,5,6,0,0,0,0,0,0,0,29,5,18,1,5,1
35,0,35,52,467,17,0,0,0,4,11,2,0,0,0,0,0,0,0,1,0,1,0,0,1
978,534,1512,1742,11499,266,7,7,93,128,14,17,1,0,0,0,0,0,1,125,18,93,1,13,1
215,253,468,370,4795,63,7,10,13,8,4,21,11,8,0,2,0,0,1,36,6,26,1,3,2
5,0,5,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,0,22,32,359,4,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,1
223,139,362,484,5331,64,4,4,14,20,6,16,5,1,2,1,0,1,0,49,4,38,0,7,0
373,155,528,407,3131,44,0,4,4,19,1,16,1,0,0,0,0,1,0,13,0,12,0,1,1
22,0,22,53,674,8,0,0,5,1,0,2,0,0,0,0,0,0,0,3,0,1,0,2,1
4,0,4,6,85,4,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
170,193,363,287,3330,58,5,5,14,15,3,16,3,0,0,1,1,1,0,23,3,19,0,1,2
87,0,87,129,851,23,1,0,4,17,0,1,0,0,0,0,0,0,0,10,2,8,0,0,1
1116,362,1478,1694,12091,323,9,15,103,131,18,47,6,0,1,1,2,0,2,195,19,147,3,26,1
20,0,20,38,377,8,1,0,3,2,0,2,0,0,0,0,0,0,0,2,0,2,0,0,2
158,243,401,294,3562,58,5,5,7,12,17,12,10,0,3,0,2,2,3,39,14,24,0,1,2
508,181,689,923,6263,150,3,6,37,81,9,14,1,0,0,0,1,0,0,60,2,53,1,4,1
2050,2785,4835,4556,50664,972,76,85,207,245,122,237,71,23,20,8,3,12,5,467,73,361,1,32,2
1718,815,2533,2782,21558,385,6,17,35,236,32,59,16,2,4,3,7,0,0,236,29,182,7,18,1
28,0,28,71,574,3,0,0,0,0,0,3,0,0,0,0,0,0,0,12,1,9,0,2,2
142,12,154,329,2412,76,1,5,8,52,2,8,8,2,0,2,2,0,2,47,6,24,2,15,1
25,0,25,52,588,11,0,0,5,2,1,3,0,0,0,0,0,0,0,3,0,1,0,2,1
95,135,230,238,2827,71,4,3,33,15,5,11,21,16,1,3,0,0,1,13,2,11,0,0,2
589,355,944,1145,11938,173,17,5,34,26,21,70,12,0,4,6,2,0,0,113,9,98,0,6,0
51,0,51,71,527,5,0,0,2,3,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1
875,432,1307,1533,11066,184,2,6,32,113,16,15,2,0,0,0,0,0,2,119,9,99,2,9,1
76,0,76,131,1129,39,1,0,0,34,2,2,0,0,0,0,0,0,0,9,0,9,0,0,1
204,111,315,376,3523,81,3,7,13,29,14,15,6,0,0,3,1,1,1,24,2,19,0,3,2
157,91,248,320,3125,45,4,10,11,9,2,9,3,0,0,3,0,0,0,29,6,23,0,0,2
1673,2593,4266,2819,27996,366,21,21,73,105,43,103,38,13,4,9,1,9,2,201,19,171,1,10,2
106,45,151,204,2054,30,3,5,6,4,5,7,1,0,0,0,0,0,1,15,2,12,0,1,2
262,78,340,265,1849,34,0,0,1,31,1,1,0,0,0,0,0,0,0,19,2,15,0,2,1
568,284,852,1038,8895,107,8,5,6,46,18,24,6,0,0,6,0,0,0,64,4,44,3,13,1
340,90,430,428,2485,37,0,0,4,32,0,1,0,0,0,0,0,0,0,30,13,16,0,1,1
4,0,4,6,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2
10,51,61,33,342,4,0,0,0,1,0,3,0,0,0,0,0,0,0,3,0,3,0,0,2
337,55,392,292,3884,36,1,1,17,12,0,5,0,0,0,0,0,0,0,8,0,6,0,2,1
424,218,642,603,4436,120,9,3,44,38,4,22,9,4,2,0,2,0,1,34,1,29,1,3,1
639,412,1051,755,5349,98,1,6,4,75,6,6,0,0,0,0,0,0,0,21,1,15,1,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,6,84,147,1315,20,0,2,5,11,1,1,0,0,0,0,0,0,0,17,2,13,0,2,1
70,34,104,146,1897,42,4,1,18,11,2,6,1,0,1,0,0,0,0,12,0,12,0,0,2
178,153,331,487,4627,82,4,11,17,21,9,20,8,3,0,1,0,1,3,33,3,29,0,1,2
15786,7040,22826,24689,226014,4139,168,177,605,1553,859,777,135,26,28,12,37,12,20,1588,356,1122,5,105,0
104,21,125,121,883,12,1,0,3,4,3,1,0,0,0,0,0,0,0,12,2,6,1,3,1
14,0,14,24,204,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
64,0,64,119,845,20,0,1,1,14,3,1,0,0,0,0,0,0,0,8,0,5,0,3,1
33,52,85,72,645,9,5,0,0,2,0,2,1,0,1,0,0,0,0,1,0,1,0,0,2
20,0,20,31,248,3,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2
17,0,17,44,490,3,0,0,1,0,0,2,3,2,0,0,0,1,0,5,0,5,0,0,2
145,61,206,243,1994,39,1,2,4,27,1,4,0,0,0,0,0,0,0,15,2,9,1,3,1
123,20,143,140,1264,13,0,2,3,2,1,5,0,0,0,0,0,0,0,13,0,12,0,1,1
250,288,538,447,4020,91,15,4,14,20,7,31,8,3,4,0,1,0,0,42,9,32,0,1,2
37,29,66,50,709,18,0,0,1,7,3,7,0,0,0,0,0,0,0,6,0,6,0,0,1
51,22,73,93,1110,15,3,1,0,2,2,7,1,1,0,0,0,0,0,13,2,10,0,1,2
426,223,649,834,7640,143,4,10,15,65,19,30,3,0,0,1,1,1,0,62,5,45,3,9,1
15,0,15,28,262,3,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,2
127,39,166,230,2002,23,1,3,4,5,3,7,3,2,1,0,0,0,0,15,2,13,0,0,0
137,133,270,251,2996,47,4,7,7,10,3,16,2,0,0,1,0,1,0,24,3,21,0,0,2
165,64,229,304,2654,58,0,2,9,34,6,7,2,0,0,0,0,0,2,33,4,27,0,2,1
6,0,6,10,34,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
149,148,297,283,2410,22,0,0,6,8,0,8,4,2,0,0,1,1,0,13,0,13,0,0,2
76,153,229,140,1508,17,4,3,1,0,3,6,1,1,0,0,0,0,0,10,2,8,0,0,2
156,326,482,303,3167,31,0,2,4,7,1,17,3,2,0,1,0,0,0,13,2,11,0,0,2
40,0,40,89,1213,18,2,2,3,1,0,10,1,0,0,0,1,0,0,13,2,5,0,6,2
119,16,135,252,2239,30,0,2,2,20,3,3,3,2,0,0,1,0,0,26,3,22,0,1,1
33,0,33,90,1757,27,3,0,0,2,3,19,0,0,0,0,0,0,0,10,2,6,0,2,2
158,50,208,200,1805,31,3,3,3,5,6,11,0,0,0,0,0,0,0,17,2,14,0,1,2
13276,5473,18749,20587,173668,3411,231,173,676,1059,642,630,282,188,27,22,14,25,6,1356,256,979,7,114,0
38,0,38,49,344,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,1
1210,225,1435,1218,7623,75,1,3,2,50,9,10,1,0,0,0,0,0,1,35,1,34,0,0,1
306,34,340,312,4136,29,0,1,17,8,1,2,0,0,0,0,0,0,0,20,1,13,0,6,1
33,80,113,59,793,13,2,0,2,0,2,7,1,0,0,1,0,0,0,5,0,5,0,0,2
490,66,556,462,3901,41,0,0,17,21,1,2,1,0,0,0,1,0,0,11,2,8,0,1,1
26,51,77,62,616,13,0,1,2,3,4,3,0,0,0,0,0,0,0,4,1,3,0,0,1
710,586,1296,1289,12041,235,112,8,26,40,22,27,8,3,3,1,1,0,0,111,8,88,1,14,0
36,18,54,82,776,16,0,2,2,5,5,2,3,0,0,0,3,0,0,6,0,6,0,0,1
503,76,579,356,4950,41,0,3,22,13,1,2,2,0,0,0,2,0,0,18,0,18,0,0,1
1076,1857,2933,1965,21465,338,14,32,80,78,30,104,30,11,5,5,1,2,6,163,29,129,2,3,2
79,26,105,138,1398,10,0,0,0,4,3,3,1,0,0,0,0,0,1,10,1,9,0,0,2
19,0,19,104,1342,17,0,2,0,4,3,8,0,0,0,0,0,0,0,15,1,13,0,1,2
453,235,688,818,7070,106,3,10,13,42,18,20,2,0,0,1,0,0,1,45,5,33,3,4,1
2115,2430,4545,4599,55250,902,84,116,147,164,110,281,111,63,23,10,6,8,1,401,90,290,0,21,2
206,51,257,307,2478,37,7,2,3,8,2,15,1,0,0,0,0,0,1,18,1,17,0,0,2
13,0,13,17,167,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
39,0,39,56,447,9,0,2,3,3,0,1,0,0,0,0,0,0,0,4,0,4,0,0,1
37,0,37,56,457,6,1,1,1,1,2,0,0,0,0,0,0,0,0,4,0,4,0,0,2
623,141,764,1132,7721,136,2,0,22,91,11,10,6,0,0,0,2,1,3,122,11,95,2,14,1
110,17,127,120,940,24,0,2,12,6,2,2,0,0,0,0,0,0,0,7,2,5,0,0,1
48,37,85,138,2383,34,4,0,3,6,2,19,1,1,0,0,0,0,0,18,1,14,0,3,2
15,10,25,23,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
1280,429,1709,2172,15831,343,11,15,27,231,16,43,6,0,0,0,3,2,1,215,34,146,0,35,1
45,0,45,65,477,19,3,0,0,2,2,12,0,0,0,0,0,0,0,6,1,5,0,0,2
621,184,805,641,4949,61,1,4,9,37,4,6,0,0,0,0,0,0,0,17,0,13,2,2,1
14,0,14,17,117,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2
514,345,859,907,7570,171,44,18,32,30,15,32,3,0,0,1,0,1,1,84,21,58,0,5,0
161,264,425,419,4264,81,8,13,19,20,2,19,15,11,4,0,0,0,0,29,2,27,0,0,2
226,395,621,656,6244,107,9,12,18,24,9,35,25,11,4,1,3,6,0,47,10,35,0,2,2
137,45,182,243,2291,45,2,3,11,14,3,12,21,2,5,0,1,13,0,13,0,12,0,1,2
22,14,36,35,291,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
422,108,530,457,5182,50,0,4,17,19,3,7,0,0,0,0,0,0,0,47,22,25,0,0,1
780,264,1044,1272,11809,268,9,18,48,129,25,39,17,2,9,1,4,0,1,90,12,70,2,6,1
43,62,105,114,1258,19,0,4,1,6,5,3,1,0,0,0,0,1,0,16,1,15,0,0,2
38,68,106,178,2438,53,2,3,10,9,16,13,1,0,0,1,0,0,0,22,1,21,0,0,2
